Artist Name,Artist Location,Price
Makeovers by Jyoti Mittal,"Vikaspuri, Delhi Ncr","14,000"
Makeup Mystries by Pooja,"Vikaspuri, Delhi Ncr","15,000"
Deep Makeovers Studio,"Vikaspuri, Delhi Ncr","18,000"
Makeup by Pankhi Bhavnani,"Vikaspuri, Delhi Ncr","28,000"
Sonali Nangia Makeovers,"Vikaspuri, Delhi Ncr","16,000"
Babe To Bride,"Vikaspuri, Delhi Ncr","11,000"
Makeup Artistry by Sumati Arora,"Vikaspuri, Delhi Ncr","20,000"
Cosmessential,"Vikaspuri, Delhi Ncr","15,000"
Makeoverbygurjyotkaur,"Vikaspuri, Delhi Ncr","13,000"
Makeup By kajal Yadav,"Vikaspuri, Delhi Ncr","15,000"
Makeup by Aanchal Sharma,"Vikaspuri, Delhi Ncr","20,000"
Enaya Makeover,"Vikaspuri, Delhi Ncr","6,000"
Vandita Makeovers,"Vikaspuri, Delhi Ncr","15,000"
Elegance Beauty Zone,"Vikaspuri, Delhi Ncr","11,000"
Chitra Makeovers,"Vikaspuri, Delhi Ncr","2,000"
Makeup Stories by Mini,"Vikaspuri, Delhi Ncr","15,000"
Makeup By Deepti Bachani,"Vikaspuri, Delhi Ncr","15,000"
Bomb Comb by Shivani Saharan,"Vikaspuri, Delhi Ncr","10,000"
Salonrita Unisex Salon,"Vikaspuri, Delhi Ncr","3,500"
Heena Makeover The Beauty Studio,"Vikaspuri, Delhi Ncr","18,000"
Srishty Kapoor Makeup Artist,"Vikaspuri, Delhi Ncr","10,000"
Jasmine Kaur Mua,"Vikaspuri, Delhi Ncr","20,000"
Makeup And Style By Varshu,"Vikaspuri, Delhi Ncr","10,000"
