Artist Name,Artist Location,Price
Thilo Makeup Artist,"Pallavaram, Chennai","8,000"
Black Pink Makeovers,"Pallavaram, Chennai","10,000"
Life Style,"Pallavaram, Chennai","8,000"
Elza Studio Makeovers,"Pallavaram, Chennai","13,000"
Sujitha Bridal Makeup,"Pallavaram, Chennai","22,000"
Kamali Makeover Artist,"Pallavaram, Chennai","10,000"
Flaunt24 Makeover By Sumalatha,"Pallavaram, Chennai","8,000"
Sp Makeover Atistry,"Pallavaram, Chennai","12,000"
Bharu Artistry,"Pallavaram, Chennai","15,000"
Vensarun Hairandmakeup,"Pallavaram, Chennai","15,000"
Janani Beauty Makeover,"Pallavaram, Chennai","8,000"
Little Heart By Abu,"Pallavaram, Chennai","15,000"
Oppanai Makeup and Hair,"Pallavaram, Chennai","18,000"
Vidyayuvasree Makeup Artistry,"Pallavaram, Chennai","8,000"
