Artist Name,Artist Location,Price
Sai Akshaya Beauty Parlour,"Alwarthirunagar, Chennai","15,000"
Woah Makeover,"Alwarthirunagar, Chennai","6,000"
Da Rajkrish Makeup Lab,"Alwarthirunagar, Chennai","30,000"
Vino's Bridal Shine,"Alwarthirunagar, Chennai","7,999"
Devi Makeup,"Alwarthirunagar, Chennai","10,000"
Chennai Bridal Studio,"Alwarthirunagar, Chennai","6,000"
