Artist Name,Artist Location,Price
vaishu zaara,"Tondiarpet, Chennai","20,000"
Melvina Makeovers,"Tondiarpet, Chennai","2,500"
Profile Makeover,"Tondiarpet, Chennai","20,000"
Ammu Makeup Artist,"Tondiarpet, Chennai","4,000"
Trandy Makeup Studio,"Tondiarpet, Chennai","4,000"
Kaybee’s Makeover,"Tondiarpet, Chennai","10,000"
Makeover by Srii,"Tondiarpet, Chennai","8,000"
Anitha Makeovers,"Tondiarpet, Chennai","13,000"
Look At Me Makeover,"Tondiarpet, Chennai","10,000"
Vaishu Makeover Artist,"Tondiarpet, Chennai","5,000"
