Artist Name,Artist Location,Price
Makeup Artist Shru,"Gondhale Nagar, Pune","3,000"
Monika Vichare Makeovers,"Gondhale Nagar, Pune","15,000"
Sayali Makeup Nail Artist,"Gondhale Nagar, Pune","7,000"
Swati Makeover,"Gondhale Nagar, Pune","7,000"
Sarika Makeup Artist,"Gondhale Nagar, Pune","12,000"
Priyanka S Mua,"Gondhale Nagar, Pune","10,000"
Sayali Mande Makeup Artist,"Gondhale Nagar, Pune","7,000"
Archana Raikar Makeup Artist,"Gondhale Nagar, Pune","10,000"
Chaitu Makeover,"Gondhale Nagar, Pune","10,000"
Chaitrali Pawar Makeup Artist,"Gondhale Nagar, Pune","6,000"
Yogita Makeover,"Gondhale Nagar, Pune","8,000"
Reshma Ghule Makeup Artist,"Gondhale Nagar, Pune","20,000"
Black Pearl Beauty Studio,"Gondhale Nagar, Pune","5,000"
Makeover Varsha,"Gondhale Nagar, Pune","15,000"
Prajakta Zambare Makeup Artist,"Gondhale Nagar, Pune","5,000"
Makeover Sonali Ghodake,"Gondhale Nagar, Pune","10,000"
Makeover Nikita Harpale,"Gondhale Nagar, Pune","25,000"
Jyoti Ghodke Makeup Artist,"Gondhale Nagar, Pune","4,000"
Aishu Kute Makeovers,"Gondhale Nagar, Pune","15,000"
Sonali Vaidya Makeup Artist,"Gondhale Nagar, Pune","5,000"
Sams Glam Studio,"Gondhale Nagar, Pune","8,000"
Makeover by Priyanka Gondhale,"Gondhale Nagar, Pune","10,000"
Makeover By Ashwini,"Gondhale Nagar, Pune","10,000"
Bhagya Shreekharat Makeup Artist,"Gondhale Nagar, Pune","8,000"
