Artist Name,Artist Location,Price
Makeover Neeta,"Ghazipur, Delhi Ncr","25,000"
Shweta Solanki Makeup Artist,"Ghazipur, Delhi Ncr","7,000"
Sakshi Makeovers,"Ghazipur, Delhi Ncr","8,000"
Beauty bar by Inkal,"Ghazipur, Delhi Ncr","25,000"
Elegant Makeup By Himanshi,"Ghazipur, Delhi Ncr","15,000"
Anjana Makeover,"Ghazipur, Delhi Ncr","15,000"
Noor Makeover,"Ghazipur, Delhi Ncr","8,000"
Makeover Nikita,"Ghazipur, Delhi Ncr","15,000"
Renu Makeover,"Ghazipur, Delhi Ncr","10,000"
Shalu Makeovers,"Ghazipur, Delhi Ncr","10,000"
Meenakshi Makeup Studio,"Ghazipur, Delhi Ncr","12,000"
Shringar Beauty Parlour,"Ghazipur, Delhi Ncr","5,000"
Mansi Makeup Artist,"Ghazipur, Delhi Ncr","8,000"
Anuradha Makeover,"Ghazipur, Delhi Ncr","25,000"
Makeovers by Kavi,"Ghazipur, Delhi Ncr","11,000"
