Artist Name,Artist Location,Price
Smita Makeup,"Aundh Camp, Pune","12,000"
Pooja Chaudhari Makeup Artist,"Aundh Camp, Pune","5,000"
Beauty Blush by Sonali,"Aundh Camp, Pune","8,000"
Sparkle Beauty Zone,"Aundh Camp, Pune","10,000"
The Look Artist,"Aundh Camp, Pune","8,000"
Mangal Beauty,"Aundh Camp, Pune","10,000"
Instyle Salon N Spa,"Aundh Camp, Pune","10,000"
SBP Makeup Studio,"Aundh Camp, Pune","2,000"
Snehal Kadam Makeovers,"Aundh Camp, Pune","6,000"
Sushma Makeup Artist,"Aundh Camp, Pune","10,000"
Rashi Makeover Studio,"Aundh Camp, Pune","10,000"
Akanksha Makeovers,"Aundh Camp, Pune","7,000"
Makeup Artist Aishwarya Chanekar,"Aundh Camp, Pune","15,000"
Pari Sandhya Makeovers,"Aundh Camp, Pune","15,000"
Ash Makeup Artist,"Aundh Camp, Pune","8,000"
Asha Kate Makeovers,"Aundh Camp, Pune","10,000"
Vidya Makeup Artist,"Aundh Camp, Pune","7,000"
