Artist Name,Artist Location,Price
Brides by Kanishka,"Andheri, Mumbai","12,000"
Glam Me up with Varsha,"Andheri, Mumbai","20,000"
Srikanth Fauji Makeup Artist,"Andheri, Mumbai","25,000"
Facecraft by Vidhi,"Andheri, Mumbai","15,000"
Kriti's Bride,"Andheri, Mumbai","14,000"
Ravina Makeup Artist,"Andheri, Mumbai","9,000"
Varshaa Shah Makeup Artist,"Andheri, Mumbai","10,000"
Artistry By Neha,"Andheri, Mumbai","10,000"
TheMakeupStorybyMinakshi,"Andheri, Mumbai","8,000"
High Heels In Hair Spray N Make Up On,"Andheri, Mumbai","15,000"
AURIQUE by Pallavi Murgai,"Andheri, Mumbai","30,000"
Raya Make-up Artist,"Andheri, Mumbai","10,000"
Charmi Makeovers,"Andheri, Mumbai","12,000"
Aastha Bridal Studio,"Andheri, Mumbai","10,000"
Shweta Makeup Artist,"Andheri, Mumbai","10,000"
Ankit Nagar Celebrity's & Bridals Makeup Artist,"Andheri, Mumbai","25,000"
Bebo Makeup Artist,"Andheri, Mumbai","12,000"
Rukhsar Kadri- Make-up & Hair Artist,"Andheri, Mumbai","20,000"
Makeover by Kusum and Jinal,"Andheri, Mumbai","10,000"
Resray Mua,"Andheri, Mumbai","10,000"
Sakshi Koyate Makeup Artist,"Andheri, Mumbai","10,000"
Makeup By Chandni Doshi,"Andheri, Mumbai","15,000"
TG Makeovers,"Andheri, Mumbai","12,000"
Makeup by Dhanashri Jungade,"Andheri, Mumbai","20,000"
