Artist Name,Artist Location,Price
Kashish Ahsan Makeup Artist,"Garden Reach, Kolkata","12,000"
Sajda Khatoon Mau,"Garden Reach, Kolkata","8,000"
Makeup By Priya Singh,"Garden Reach, Kolkata","5,000"
Makeup by Farhatkhan,"Garden Reach, Kolkata","5,000"
