Artist Name,Artist Location,Price
Brides by A.H,"Balapur, Hyderabad","10,000"
Swathi Makeup,"Balapur, Hyderabad","12,000"
Makeup by Lubna Azfer,"Balapur, Hyderabad","10,000"
Nikhar Beauty Zone,"Balapur, Hyderabad","5,000"
Hema Makeup Artistry,"Balapur, Hyderabad","7,000"
Beautician Preethi Kakkad,"Balapur, Hyderabad","8,000"
Makeup Hairstyles Amreenahmed,"Balapur, Hyderabad","8,000"
Crown Beauty Parlour,"Balapur, Hyderabad","12,000"
Makeup By Sehar,"Balapur, Hyderabad","6,500"
Soha Kazim Makeover,"Balapur, Hyderabad","12,000"
