Artist Name,Artist Location,Price
Trendz Salon Shalimar Bagh,"Shalimar Bagh, Delhi","15,000"
Nigaar Beauty,"Shalimar Bagh, Delhi","15,000"
Makeovers by Tanisha & Gurpreet,"Shalimar Bagh, Delhi","12,000"
Nirja's Beauty 'n' Style,"Shalimar Bagh, Delhi","11,000"
Internal Beauty Studio,"Shalimar Bagh, Delhi","15,000"
Uma Vyas,"Shalimar Bagh, Delhi","18,000"
Kritika Bansal Makeup Artist,"Shalimar Bagh, Delhi","5,000"
Kohl By Neha Sharma,"Shalimar Bagh, Delhi","6,000"
Arya khanna,"Shalimar Bagh, Delhi","15,000"
Vidisha Gupta Makeovers,"Shalimar Bagh, Delhi","20,000"
Riya Chauhan Mua,"Shalimar Bagh, Delhi","5,000"
Bellissimo Beauty Hub,"Shalimar Bagh, Delhi","12,000"
Saanvimadan Artistry,"Shalimar Bagh, Delhi","20,000"
Jyoti The Makeup Artist,"Shalimar Bagh, Delhi","10,000"
Glam Faces by Kanika Pahuja,"Shalimar Bagh, Delhi","10,000"
Sujata Makeover,"Shalimar Bagh, Delhi","10,000"
