Artist Name,Artist Location,Price
Chitras fashion studio & Makeovers,"Saligramam, Chennai","5,000"
Sri Sai Bridal Makeup,"Saligramam, Chennai","15,000"
Samus Professional Bridal Makeup,"Saligramam, Chennai","8,000"
Prami Makeup Artist,"Saligramam, Chennai","7,000"
Bhuvani Makeover Artistry,"Saligramam, Chennai","8,500"
Kritva Makeovers,"Saligramam, Chennai","13,000"
Makeup Artist By Vijaya,"Saligramam, Chennai","10,000"
Page3 Salon - Kilapuk,"Saligramam, Chennai","17,700"
Naturals Salon & Spa - Vadapalani,"Saligramam, Chennai","15,340"
Naturals Salon & Spa - Saligaramam,"Saligramam, Chennai","15,340"
Makeover By Yamuna,"Saligramam, Chennai","8,000"
Nandhu Bridal Makeup Artist,"Saligramam, Chennai","3,000"
Suhi The Makeup artist,"Saligramam, Chennai","5,000"
Geetha Makeover Artist,"Saligramam, Chennai","10,000"
Shalzz Makeup Hairstyles,"Saligramam, Chennai","7,000"
