Artist Name,Artist Location,Price
Aish s Artistry,"Mattancherry, Kochi","15,000"
Nara Makeovers Kochi,"Mattancherry, Kochi","13,000"
Gauthami Makup Artist,"Mattancherry, Kochi","15,000"
Zavery Monica Mua,"Mattancherry, Kochi","7,000"
