Artist Name,Artist Location,Price
Rekhamakeup Artist,"Perambur, Chennai","18,000"
Aasiya's Bloom Brides,"Perambur, Chennai","12,000"
Nishanthi Makeup Artist,"Perambur, Chennai","5,999"
Uma Makeover Artistry,"Perambur, Chennai","5,000"
Nithu Makeup Artist,"Perambur, Chennai","15,000"
Nivashini Makeover Artistry,"Perambur, Chennai","10,999"
Pushplatahairandmakeup,"Perambur, Chennai","16,000"
Kanchana Makeup Artist,"Perambur, Chennai","15,000"
Caprious Bridal Makeup Studio and Beauty Salon,"Perambur, Chennai","25,000"
Treands Beauty Services,"Perambur, Chennai","15,000"
Just Sowmiya Things’s,"Perambur, Chennai","18,000"
Blush By Namitha,"Perambur, Chennai","20,000"
Makeup by Nivedha,"Perambur, Chennai","6,000"
Nivi's Artistry,"Perambur, Chennai","12,000"
The BB Salon,"Perambur, Chennai","2,000"
Cloudnine Makeup,"Perambur, Chennai","10,000"
Shobna's Makeup Artistry,"Perambur, Chennai","6,000"
Janani Makeover Studio,"Perambur, Chennai","10,000"
New Look Beauty Parlour,"Perambur, Chennai","18,000"
Umapriya Makeup Artist,"Perambur, Chennai","7,500"
Nivetha Makeup Artist,"Perambur, Chennai","13,000"
Nagajothi Makeup Artist,"Perambur, Chennai","8,000"
Vishas Makeover,"Perambur, Chennai","6,000"
Perfect 3 Makeovers,"Perambur, Chennai","10,000"
