Artist Name,Artist Location,Price
Makeup Andhair Artist Dia,"Malabar Hill, Mumbai","22,000"
Glamm by Larry,"Malabar Hill, Mumbai","7,000"
Vidhi Makeover,"Malabar Hill, Mumbai","15,000"
Makeover With Mita,"Malabar Hill, Mumbai","5,000"
Anjali Mourya Makeup Artist,"Malabar Hill, Mumbai","10,000"
Shivani Makeover Artist,"Malabar Hill, Mumbai","15,000"
Makeup Magic by Ayesha,"Malabar Hill, Mumbai","10,000"
Komal Bridal Makeover,"Malabar Hill, Mumbai","10,000"
Maya Gaikward Makeup Artist,"Malabar Hill, Mumbai","5,000"
Mehjabeen Makeup Artist and Hairstylist,"Malabar Hill, Mumbai","15,000"
Makeover by Harita Shah,"Malabar Hill, Mumbai","15,000"
Blush And Glow Beauty Parlour,"Malabar Hill, Mumbai","5,000"
Vaibhavi Pilke Makeup,"Malabar Hill, Mumbai","8,000"
