Artist Name,Artist Location,Price
Makeup Artistry by Gunjan Abbey,"Malviya Nagar, Delhi","20,000"
Beauty Stories By Avinash Kaur,"Malviya Nagar, Delhi","16,000"
Makeup & Hair by Garima,"Malviya Nagar, Delhi","15,000"
Exquisite by Harpriya Kaur,"Malviya Nagar, Delhi","25,999"
Geetu'z Makeovers,"Malviya Nagar, Delhi","15,000"
Makeup By Akok,"Malviya Nagar, Delhi","45,000"
Naina Arora Makeup Studio,"Malviya Nagar, Delhi","12,000"
Riya Rathore,"Malviya Nagar, Delhi","15,000"
Paawni Behl Makeup Artist,"Malviya Nagar, Delhi","11,999"
Poornima Kaushik Makeovers,"Malviya Nagar, Delhi","20,000"
Maquilladora Teena Makeover,"Malviya Nagar, Delhi","10,000"
Bridal By Prakriti,"Malviya Nagar, Delhi","8,000"
Makeover by Jaya,"Malviya Nagar, Delhi","8,000"
Shine with Sanjana,"Malviya Nagar, Delhi","15,000"
Hanishta Thakur Makeovers,"Malviya Nagar, Delhi","30,000"
Renu Verma,"Malviya Nagar, Delhi","25,000"
The Magical Brushes,"Malviya Nagar, Delhi","15,000"
Makeovers by Sarika,"Malviya Nagar, Delhi","15,000"
Saundarya Makeovers,"Malviya Nagar, Delhi","25,000"
Makeupby_Akanksha Choudhary,"Malviya Nagar, Delhi","10,000"
Makeup Artist Neha Khan,"Malviya Nagar, Delhi","3,500"
Style with Tina,"Malviya Nagar, Delhi","5,000"
Piya Lamabam Makeup,"Malviya Nagar, Delhi","10,000"
Makeovers By Kavita,"Malviya Nagar, Delhi","10,000"
