Artist Name,Artist Location,Price
Hemali Bhatia Makeup Artist Hairstylist,"Ghatkopar, Mumbai","30,000"
Pooja Bavisi's Makeovers,"Ghatkopar, Mumbai","7,500"
Paperface By Juhi,"Ghatkopar, Mumbai","15,000"
Nikki's bridal Bliss,"Ghatkopar, Mumbai","7,000"
Bhaktis Bridal Artistry,"Ghatkopar, Mumbai","15,000"
Rashmi's Bridal Studio,"Ghatkopar, Mumbai","15,000"
Makeup by Hina,"Ghatkopar, Mumbai","5,500"
Makeup By Icu,"Ghatkopar, Mumbai","17,000"
Makeup Madness by Madhu,"Ghatkopar, Mumbai","7,000"
Seema's Bridal Makeovers,"Ghatkopar, Mumbai","15,000"
SALONI'S MAKEUP LOUNGE,"Ghatkopar, Mumbai","15,000"
Darshana Makeover,"Ghatkopar, Mumbai","12,000"
Saloni Panchal Bridal Makeover,"Ghatkopar, Mumbai","8,000"
Makeover by Shah Tahura,"Ghatkopar, Mumbai","6,000"
Ranjan Gala Makeovers,"Ghatkopar, Mumbai","8,000"
Makeup By Pranjal,"Ghatkopar, Mumbai","5,000"
Poonam's Makeover,"Ghatkopar, Mumbai","11,000"
Humera Mua,"Ghatkopar, Mumbai","5,000"
Sameera Makeup Studio,"Ghatkopar, Mumbai","15,000"
Pinal Makeup Artist,"Ghatkopar, Mumbai","15,000"
Kiara Makeup & Hair Style,"Ghatkopar, Mumbai","7,000"
Makeover by Vishakha,"Ghatkopar, Mumbai","6,500"
Jigna savla beauty world,"Ghatkopar, Mumbai","12,000"
Shital Kharmate Makeovers,"Ghatkopar, Mumbai","3,000"
