Artist Name,Artist Location,Price
Shrus She Create,"Dahisar, Mumbai","15,000"
Makeover by Wini,"Dahisar, Mumbai","10,000"
Kritika Bhist Makeovers,"Dahisar, Mumbai","6,500"
Makeover by Pree,"Dahisar, Mumbai","10,000"
Meghna Makeup Artist,"Dahisar, Mumbai","15,000"
Reflecting Beauty MUA Shweta,"Dahisar, Mumbai","10,000"
Komal Bhuvad Makeover,"Dahisar, Mumbai","13,000"
Lyrame Makeup Artist,"Dahisar, Mumbai","10,000"
Shilpa Deshmukh Makeup expert,"Dahisar, Mumbai","10,000"
Akrits Makeup,"Dahisar, Mumbai","5,000"
Makeover by Sheetal,"Dahisar, Mumbai","12,000"
Jay Shaila Beauty Parlour,"Dahisar, Mumbai","8,000"
Arshi Makeover,"Dahisar, Mumbai","1,000"
Sneha Makeovers,"Dahisar, Mumbai","20,000"
Simran Makeup Artist,"Dahisar, Mumbai","10,000"
Sonal sangani Makeup art,"Dahisar, Mumbai","10,000"
Bhavika Beauty Makeover,"Dahisar, Mumbai","10,000"
Makeover And Mehndi By Megha,"Dahisar, Mumbai","10,000"
Laxmi Naik Makeovers,"Dahisar, Mumbai","5,000"
Rouge and Jade Makeover Artistry,"Dahisar, Mumbai","20,000"
Glamup By Saika Mua,"Dahisar, Mumbai","5,000"
Makeup By Anshu,"Dahisar, Mumbai","25,000"
Bhakti Makeovers,"Dahisar, Mumbai","30,000"
Asha Makeovers,"Dahisar, Mumbai","8,000"
