Artist Name,Artist Location,Price
Makeover by Dhanu,"Yerawada, Pune","15,000"
Shraddha Makeup Artist,"Yerawada, Pune","8,000"
Its Juilii Makeover,"Yerawada, Pune","10,000"
Riyanshi Makeover,"Yerawada, Pune","15,000"
Monica Makeovers,"Yerawada, Pune","10,000"
Makeover by Gauri Uadawant,"Yerawada, Pune","12,000"
Vaibhavi Satkar Makeover Hair,"Yerawada, Pune","10,000"
Samruddhi Makeover,"Yerawada, Pune","15,000"
Kaveri Makeover,"Yerawada, Pune","7,000"
Makeover by Chaitrali,"Yerawada, Pune","15,000"
Kinjal Makeovers,"Yerawada, Pune","10,000"
Ruchika Shete Makeup Artist,"Yerawada, Pune","5,000"
At Tanisha Makeover,"Yerawada, Pune","10,000"
Snehal Dake Makeover,"Yerawada, Pune","12,000"
Kashish Makeup,"Yerawada, Pune","10,000"
Makeover by Dhruvi,"Yerawada, Pune","8,000"
Sakshi Makeover,"Yerawada, Pune","10,000"
Trushitas Makeover,"Yerawada, Pune","12,000"
