Artist Name,Artist Location,Price
Beyyond Makeup,"Koramangala, Bangalore","10,000"
Makeup by Vinothraj,"Koramangala, Bangalore","20,000"
GLOSSNGLASS Makeup Studio,"Koramangala, Bangalore","15,000"
Tad Dramatic,"Koramangala, Bangalore","14,000"
Makeup by lakshmi,"Koramangala, Bangalore","10,000"
Zorains Studio,"Koramangala, Bangalore","15,000"
Steffi Thomas,"Koramangala, Bangalore","15,000"
Makeup by Deepa Megnath,"Koramangala, Bangalore","12,000"
Surabi beauty parlor,"Koramangala, Bangalore","15,000"
Shine with Debashree,"Koramangala, Bangalore","10,000"
Makeup Artistry Sharmila,"Koramangala, Bangalore","10,000"
Gopinath Maibam Makeup Artist,"Koramangala, Bangalore","15,000"
Rashmi Makeovers,"Koramangala, Bangalore","20,000"
Tanzu Makeup,"Koramangala, Bangalore","8,000"
Vismaya Makeovers,"Koramangala, Bangalore","10,000"
Tashh Makeup Artist,"Koramangala, Bangalore","5,000"
Makeover By Sajithaa,"Koramangala, Bangalore","10,000"
SR Rhythm,"Koramangala, Bangalore","15,000"
Jk Hushboo 420,"Koramangala, Bangalore","15,000"
Enhanced Glamour by Kaynat,"Koramangala, Bangalore","12,000"
