Artist Name,Artist Location,Price
Sachinidhi Artistry,"Patel Nagar, Delhi Ncr","15,000"
Swati Salon,"Patel Nagar, Delhi Ncr","15,000"
Mannat Makeover,"Patel Nagar, Delhi Ncr","10,000"
The Glamour Studioss,"Patel Nagar, Delhi Ncr","10,000"
Primp by Prashi Chawla,"Patel Nagar, Delhi Ncr","20,000"
Contour Queens Artistry,"Patel Nagar, Delhi Ncr","12,000"
Anchal Kharbanda Makeup,"Patel Nagar, Delhi Ncr","5,000"
Beauty Star Makeup Studio,"Patel Nagar, Delhi Ncr","5,000"
Beauty Star Salon,"Patel Nagar, Delhi Ncr","10,000"
K P Makeovers,"Patel Nagar, Delhi Ncr","15,000"
Makeup by Meenu Panchal,"Patel Nagar, Delhi Ncr","15,000"
Ashu Phaman,"Patel Nagar, Delhi Ncr","2,000"
Makeup by Manvi,"Patel Nagar, Delhi Ncr","10,000"
Amita Kaushal Makeovers,"Patel Nagar, Delhi Ncr","15,000"
Era Gogna Makeup and Hair,"Patel Nagar, Delhi Ncr","25,000"
Anjali makeover,"Patel Nagar, Delhi Ncr","6,000"
Taruna Kriplani Makeup Artist,"Patel Nagar, Delhi Ncr","10,000"
Makeover By Anita 32,"Patel Nagar, Delhi Ncr","6,000"
Glitz by Gurshika,"Patel Nagar, Delhi Ncr","15,000"
Tripti Makeover,"Patel Nagar, Delhi Ncr","12,000"
