Artist Name,Artist Location,Price
Arushi Makeovers,"Model Town, Delhi Ncr","18,000"
Luxure By Parul,"Model Town, Delhi Ncr","14,000"
V&K Makeup Artist,"Model Town, Delhi Ncr","15,000"
Astha Kalra Makeup Artist,"Model Town, Delhi Ncr","15,000"
Houseobeautyy by Sahil,"Model Town, Delhi Ncr","40,000"
Beauty Forever,"Model Town, Delhi Ncr","8,000"
Slay by Mahi,"Model Town, Delhi Ncr","12,000"
Makeup by Kashish,"Model Town, Delhi Ncr","17,000"
Makeovers by Tarishi,"Model Town, Delhi Ncr","12,000"
Get Gorgeous Salonre,"Model Town, Delhi Ncr","10,000"
Makeover by Deepanshi Agarwal,"Model Town, Delhi Ncr","5,500"
Glamswag Makeover by Tanisha,"Model Town, Delhi Ncr","20,000"
Ruby Saboo Hair Artistry and Makeup,"Model Town, Delhi Ncr","20,000"
Ekta Kochar Makeup,"Model Town, Delhi Ncr","30,000"
Smitten by Ankitabirla,"Model Town, Delhi Ncr","35,000"
