Artist Name,Artist Location,Price
Priyalok Make Me Beautiful,"Lohogaon, Pune","6,000"
Beauty Parlour Kamal,"Lohogaon, Pune","7,000"
Asrich Salon,"Lohogaon, Pune","25,000"
Sejal Jagtap Makeup Artist,"Lohogaon, Pune","13,000"
Sangeeta Makeup Artist,"Lohogaon, Pune","5,000"
Rutu Makeup Artist,"Lohogaon, Pune","8,000"
Pradnya Kakade Makeup Artist,"Lohogaon, Pune","5,000"
Manisha Kakade Makeup Artist,"Lohogaon, Pune","15,000"
Mua Jyoti Khaire,"Lohogaon, Pune","7,000"
Siddhi Kakade Makeup Artist,"Lohogaon, Pune","7,000"
Priya Makeovers,"Lohogaon, Pune","15,000"
Snehas Makeup Hub,"Lohogaon, Pune","10,000"
Omies Makeover,"Lohogaon, Pune","20,000"
Makeup Over By Ranjana,"Lohogaon, Pune","10,000"
