Artist Name,Artist Location,Price
Aishwarya Mahajan,"Dhanori, Pune","15,000"
Makeup Artist Ashwini Bhosale,"Dhanori, Pune","7,000"
Makeup By Ankeetaa Bannkar,"Dhanori, Pune","8,000"
Vaishnavirpednekar Makeup Artist,"Dhanori, Pune","2,500"
Payal K Makeup Artist,"Dhanori, Pune","5,000"
Sneha Makeover,"Dhanori, Pune","15,000"
Blossom Beauty Salon,"Dhanori, Pune","15,000"
Snehal Makeup Artist,"Dhanori, Pune","15,000"
Makeup by Shrishti Gupta,"Dhanori, Pune","10,000"
Pallaviz Makeover,"Dhanori, Pune","10,000"
Tanvi Hole Makeup Artist,"Dhanori, Pune","5,000"
Makeup Suvarna Mandhare,"Dhanori, Pune","10,000"
Vishakha Gaware Makeup Artist,"Dhanori, Pune","10,000"
Pooja Gaikwad Makeup Artist,"Dhanori, Pune","6,000"
Unique Beauty Parlour,"Dhanori, Pune","5,000"
Sunita Raskar Makeovers,"Dhanori, Pune","6,000"
Dream Makeup Spot,"Dhanori, Pune","15,000"
Makeover By Afsana,"Dhanori, Pune","12,000"
Pc Makeover,"Dhanori, Pune","12,000"
Reshma Jadhav Makeup Artist,"Dhanori, Pune","7,000"
Trupti Pawar Makeup Artist,"Dhanori, Pune","5,000"
Pallavi Beauty Lounge,"Dhanori, Pune","3,000"
Yashasvi Makeovers,"Dhanori, Pune","5,000"
Pooja Bhalerao Makeup Artist,"Dhanori, Pune","7,000"
