Artist Name,Artist Location,Price
Neha Makeovers,"Bahadurgarh, Delhi","8,000"
Lavish Looks Unisex Hair salon And Makeup studio,"Bahadurgarh, Delhi","14,999"
Manisha Makeover,"Bahadurgarh, Delhi","15,000"
