Photographer Name,Photographer Location,Price
Dhruv Photography,"Kharadi, Pune","10,000"
Anil Digital Photo,"Kharadi, Pune","15,000"
Vaibhav Photography,"Kharadi, Pune","18,000"
Gayatri Photo Studio,"Kharadi, Pune","45,000"
NP Photo Shoot,"Kharadi, Pune","39,998"
