Photographer Name,Photographer Location,Price
Wedding Picture,"Mehrauli, Delhi","27,000"
Your Photographer Productions,"Mehrauli, Delhi","33,000"
Delhi Wedding Filmers,"Mehrauli, Delhi","40,000"
