Photographer Name,Photographer Location,Price
Chitranjali Wedding Studio,"Belgharia, Kolkata","85,000"
Clicks Frame Your Memories,"Belgharia, Kolkata","14,000"
Eyelash- A Sayan Photograph,"Belgharia, Kolkata","12,000"
