Photographer Name,Photographer Location,Price
Shot Stories Co.,"Sanjay Nagar, Bangalore","40,000"
Abhishek Vernekar Photography,"Sanjay Nagar, Bangalore","40,000"
,"Sanjay Nagar, Bangalore","24,998"
