Photographer Name,Photographer Location,Price
A One Wed Day Films,"Punjabi Bagh, Delhi Ncr","50,000"
Cult Clickers,"Punjabi Bagh, Delhi Ncr","35,000"
Wedding Arts Production,"Punjabi Bagh, Delhi Ncr","16,000"
