Photographer Name,Photographer Location,Price
Mohit Malhotra Photography,"Chembur, Mumbai","30,000"
Harshal Photography,"Chembur, Mumbai","8,000"
Pandiyan Photos & Video,"Chembur, Mumbai","30,000"
Excelencia Events and Designs,"Chembur, Mumbai","22,000"
