Photographer Name,Photographer Location,Price
Momento Perfecto Wedding Photographer,"Mayur Vihar, Delhi Ncr","40,000"
Ranjit Photoart,"Mayur Vihar, Delhi Ncr","20,000"
Dev Studio,"Mayur Vihar, Delhi Ncr","20,000"
