Photographer Name,Photographer Location,Price
Dream Wedding Films,"Patel Nagar, Delhi","22,000"
Sahil Nagia Photography,"Patel Nagar, Delhi","6,000"
Amit Video Vision,"Patel Nagar, Delhi","35,000"
Lalit Photography,"Patel Nagar, Delhi","1,75,000"
SD Photographer,"Patel Nagar, Delhi","28,000"
Rajat Photography,"Patel Nagar, Delhi","27,000"
