Photographer Name,Photographer Location,Price
Shutter Magic Studios,"Lingampalli, Hyderabad","15,000"
NJ Photofactory,"Lingampalli, Hyderabad","40,000"
VJ Studio,"Lingampalli, Hyderabad","60,000"
Ashoka Digitals Photography,"Lingampalli, Hyderabad","35,000"
Prudvi Photography,"Lingampalli, Hyderabad","20,000"
