Photographer Name,Photographer Location,Price
Capture Camera Photography,"Gunadala, Vijayawada","33,000"
Ravi Digital Studio,"Gunadala, Vijayawada","1,20,000"
Srinivas Digitals,"Gunadala, Vijayawada","40,000"
Naresh Studio,"Gunadala, Vijayawada","35,000"
Hiren Digital Studio,"Gunadala, Vijayawada","60,000"
