Photographer Name,Photographer Location,Price
Akki Still & Video,"Bhajanpura, Delhi","40,000"
SukhGill,"Bhajanpura, Delhi","16,000"
Nadim Photo Studio,"Bhajanpura, Delhi","14,000"
