Photographer Name,Photographer Location,Price
The Photography Hub,"Pimple Gurav, Pune","23,000"
K.P. Photography Cinematography,"Pimple Gurav, Pune","50,000"
Karan Rathod Photography,"Pimple Gurav, Pune","21,000"
