Photographer Name,Photographer Location,Price
DittoSnap,"Sainikpuri, Hyderabad","35,000"
Studio Pixpective,"Sainikpuri, Hyderabad","50,000"
Akhil Vision Movies,"Sainikpuri, Hyderabad","31,000"
