Photographer Name,Photographer Location,Price
Arunjyoti Photography,"Behala, Kolkata","50,000"
Pixel Photography,"Behala, Kolkata","7,000"
An Eye,"Behala, Kolkata","27,000"
Prime By Axis Images,"Behala, Kolkata","30,000"
Candid Photography,"Behala, Kolkata","40,000"
Fotomax,"Behala, Kolkata","60,000"
Bangaliyana Photography,"Behala, Kolkata","35,000"
The Story Books,"Behala, Kolkata","20,000"
SGR Photography,"Behala, Kolkata","37,000"
Frame & stories,"Behala, Kolkata","13,500"
