Photographer Name,Photographer Location,Price
flasheye production,"Dilshad Garden, Delhi","35,000"
KJ Digiworks,"Dilshad Garden, Delhi","70,000"
Ravi Photography,"Dilshad Garden, Delhi","24,000"
Raj Films,"Dilshad Garden, Delhi","40,000"
