Photographer Name,Photographer Location,Price
Me Jazz,"Gandhi Nagar, Bangalore","40,000"
Wedding Waves Videographer,"Gandhi Nagar, Bangalore","18,000"
,"Gandhi Nagar, Bangalore","22,000"
