Photographer Name,Photographer Location,Price
SharpShotz,"Vikaspuri, Delhi Ncr","90,000"
Studio Active,"Vikaspuri, Delhi Ncr","55,000"
Aman Digital Photography,"Vikaspuri, Delhi Ncr","25,000"
Meher Photomontage,"Vikaspuri, Delhi Ncr","27,000"
Tantra Creations,"Vikaspuri, Delhi Ncr","55,000"
Wedding Riwaz,"Vikaspuri, Delhi Ncr","37,000"
