Photographer Name,Photographer Location,Price
Shruthi Photography and Video,"Bannerghatta, Bangalore","40,000"
Lbh Studios,"Bannerghatta, Bangalore","59,000"
Adrushta Stories,"Bannerghatta, Bangalore","40,000"
Sunny Studio,"Bannerghatta, Bangalore","27,000"
Real Graphics,"Bannerghatta, Bangalore","1,20,000"
,"Bannerghatta, Bangalore","20,000"
