Photographer Name,Photographer Location,Price
WeddingFlair,"Patparganj, Delhi Ncr","50,000"
Cosmica,"Patparganj, Delhi Ncr","65,000"
Jyoti Kapoor Photography,"Patparganj, Delhi Ncr","30,000"
