Photographer Name,Photographer Location,Price
Talking Pictures by Hitesh,"Santacruz West, Mumbai","1,15,000"
Rohan Aangne Flims,"Santacruz West, Mumbai","45,000"
Stars Aligned Studio,"Santacruz West, Mumbai","1,05,000"
