Photographer Name,Photographer Location,Price
Mak Studio & Films,"Lajpat Nagar, Delhi","60,000"
3 Winks Production,"Lajpat Nagar, Delhi","30,000"
Kahaaniyon Ka Basta,"Lajpat Nagar, Delhi","30,000"
Vicky Baba Movies,"Lajpat Nagar, Delhi","35,000"
