Photographer Name,Photographer Location,Price
Eye Photography,"Falaknuma, Hyderabad","8,000"
Praveen Digitals,"Falaknuma, Hyderabad","35,000"
Raj Studios,"Falaknuma, Hyderabad","18,000"
Mohammad Photographer,"Falaknuma, Hyderabad","14,000"
