Photographer Name,Photographer Location,Price
Dechord Studios,"Anna Road, Chennai","60,000"
Thai Video,"Anna Road, Chennai","38,000"
Prime Video,"Anna Road, Chennai","20,000"
Sanjay Hari Photography,"Anna Road, Chennai","55,000"
