Photographer Name,Photographer Location,Price
Saharsh Agarwal Photography,"Ballygunge, Kolkata","55,000"
Counting Milestones,"Ballygunge, Kolkata","45,000"
Parceria Studio,"Ballygunge, Kolkata","12,500"
SR Photographer,"Ballygunge, Kolkata","1,65,000"
Payal photography,"Ballygunge, Kolkata","35,000"
Offbit Focus,"Ballygunge, Kolkata","12,000"
KB Photo,"Ballygunge, Kolkata","17,000"
Rainbow Weddings Photography,"Ballygunge, Kolkata","8,000"
Frames by Sid,"Ballygunge, Kolkata",On Request
