Photographer Name,Photographer Location,Price
ABG Photography,"Kasba, Kolkata","2,00,000"
Dream Weddings,"Kasba, Kolkata","65,000"
Atlantis Photography,"Kasba, Kolkata","20,000"
Vivaah,"Kasba, Kolkata","1,00,000"
Frames Forever,"Kasba, Kolkata","11,000"
