Photographer Name,Photographer Location,Price
DreamTales Studio,"Indiranagar, Bangalore","40,000"
The Third Eye Photography,"Indiranagar, Bangalore","75,000"
Nivedita Ghosh Photography,"Indiranagar, Bangalore","97,000"
,"Indiranagar, Bangalore","1,00,000"
