Photographer Name,Photographer Location,Price
Click and Shine,"New Town, Kolkata","33,000"
Lens Mob,"New Town, Kolkata","20,000"
Little Heart Moments,"New Town, Kolkata","45,000"
One Mind Studio,"New Town, Kolkata","80,000"
Shashi Photographics,"New Town, Kolkata","9,500"
Neelimesh Photography,"New Town, Kolkata","15,000"
