Photographer Name,Photographer Location,Price
Vineet Kajagar Photography,"Vijayanagar, Bangalore","40,000"
Raj Photography,"Vijayanagar, Bangalore","26,000"
Puni Singh Creations,"Vijayanagar, Bangalore","10,000"
RNG Globe Photography,"Vijayanagar, Bangalore","35,000"
Sushma Digital Studio,"Vijayanagar, Bangalore","35,000"
,"Vijayanagar, Bangalore","30,000"
