Photographer Name,Photographer Location,Price
Panthatva Photography,"Ip Extension, Delhi Ncr","67,000"
Darpan Photography,"Ip Extension, Delhi Ncr","16,000"
Nailwal Digital Movies,"Ip Extension, Delhi Ncr","25,000"
