Photographer Name,Photographer Location,Price
Sunny Pariani Photography,"Bandra, Mumbai","2,45,000"
Posh Everywhere,"Bandra, Mumbai","5,000"
Abhishek Bhimani Photography,"Bandra, Mumbai","30,000"
Nikesh Gurav Photography,"Bandra, Mumbai","8,000"
Tanay Photography,"Bandra, Mumbai","6,000"
