Photographer Name,Photographer Location,Price
Moments Unplugged,"Malad East, Mumbai","33,000"
BlueGrape Productions Private Limited,"Malad East, Mumbai","70,000"
Studio Kishor,"Malad East, Mumbai","60,000"
HighRes Fotography,"Malad East, Mumbai","32,000"
Imagery Only,"Malad East, Mumbai","31,000"
Yash Ghadi Photography,"Malad East, Mumbai","18,000"
Freezing Moments by Swap,"Malad East, Mumbai","18,000"
Digital Daus Photography,"Malad East, Mumbai","25,000"
Shubhaman Photography World,"Malad East, Mumbai","20,000"
