Planner Name,Planner Location,Price
Kridhi Events,"Secunderabad, Hyderabad","75,000"
Saanvi Events,"Secunderabad, Hyderabad","10,000"
Shresta Event Planner,"Secunderabad, Hyderabad","3,00,000"
