Planner Name,Planner Location,Price
Events & Wedding Experiences,"Nungambakkam, Chennai","2,50,000"
Event Junction,"Nungambakkam, Chennai","2,50,000"
Jaipurya Events,"Nungambakkam, Chennai","2,50,000"
