Planner Name,Planner Location,Price
BellsNRings Event Planners Pvt Ltd,"Anna Nagar, Chennai","3,00,000"
Weddingdotcom,"Anna Nagar, Chennai","2,00,000"
Atelier Events,"Anna Nagar, Chennai","5,00,000"
Event Rockerz,"Anna Nagar, Chennai","2,00,000"
Giri and Company,"Anna Nagar, Chennai","3,00,000"
GM Decorations Events,"Anna Nagar, Chennai","10,000"
