Planner Name,Planner Location,Price
Heart Of Decor,"Kalkaji, Delhi Ncr","50,000"
Vicky Prince Entertainer,"Kalkaji, Delhi Ncr","20,00,000"
Concept Weddings,"Kalkaji, Delhi Ncr","5,00,000"
Bhasin Decorators,"Kalkaji, Delhi Ncr","5,00,000"
