Planner Name,Planner Location,Price
Temple Bells Event Planner,"Jalahalli, Bangalore","5,00,000"
Premise Event Planners,"Jalahalli, Bangalore","50,000"
Charu Events,"Jalahalli, Bangalore","45,000"
