Planner Name,Planner Location,Price
Shree Events,"Jp Nagar, Bangalore","1,50,000"
Bowtie Hospitality,"Jp Nagar, Bangalore","10,00,000"
Unobridge solutions India Pvt Ltd,"Jp Nagar, Bangalore","10,00,000"
Levitate weddings & Photography Planner,"Jp Nagar, Bangalore","70,000"
