Planner Name,Planner Location,Price
Golden Thread Events Pvt. Ltd.,"Rajouri Garden, Delhi Ncr","2,50,000"
Planet Jashn,"Rajouri Garden, Delhi Ncr","50,000"
Bluwingz Event Studio,"Rajouri Garden, Delhi Ncr","90,000"
Zoomin Events,"Rajouri Garden, Delhi Ncr","4,00,000"
Surjeet Event Planner,"Rajouri Garden, Delhi Ncr","5,00,000"
