Planner Name,Planner Location,Price
The Event Factory (Delhi),"Shahdara, Delhi Ncr","40,000"
Hansraj Dish Jokey Events,"Shahdara, Delhi Ncr","1,50,000"
Events And Entertainment Ka Theka,"Shahdara, Delhi Ncr","5,00,000"
